from:s1;to:s2;distance:2
from:s906;to:s907;distance:1812
from:s907;to:s908;distance:1814
from:s908;to:s909;distance:1816
from:s909;to:s910;distance:1818
from:s910;to:s911;distance:1820
from:s911;to:s912;distance:1822
from:s912;to:s913;distance:1824
from:s913;to:s914;distance:1826
from:s914;to:s915;distance:1828
from:s915;to:s916;distance:1830
from:s916;to:s917;distance:1832
from:s917;to:s918;distance:1834
from:s918;to:s919;distance:1836
from:s919;to:s920;distance:1838
from:s920;to:s921;distance:1840
from:s921;to:s922;distance:1842
from:s922;to:s923;distance:1844
from:s923;to:s924;distance:1846
from:s924;to:s925;distance:1848
from:s925;to:s926;distance:1850
from:s926;to:s927;distance:1852
from:s927;to:s928;distance:1854
from:s928;to:s929;distance:1856
from:s929;to:s930;distance:1858
from:s930;to:s931;distance:1860
from:s931;to:s932;distance:1862
from:s932;to:s933;distance:1864
from:s933;to:s934;distance:1866
from:s934;to:s935;distance:1868
from:s935;to:s936;distance:1870
from:s936;to:s937;distance:1872
from:s937;to:s938;distance:1874
from:s938;to:s939;distance:1876
from:s939;to:s940;distance:1878
from:s940;to:s941;distance:1880
from:s941;to:s942;distance:1882
from:s942;to:s943;distance:1884
from:s943;to:s944;distance:1886
from:s944;to:s945;distance:1888
from:s945;to:s946;distance:1890
from:s946;to:s947;distance:1892
from:s947;to:s948;distance:1894
from:s948;to:s949;distance:1896
from:s949;to:s950;distance:1898
from:s950;to:s951;distance:1900
from:s951;to:s952;distance:1902
from:s952;to:s953;distance:1904
from:s953;to:s954;distance:1906
from:s954;to:s955;distance:1908
from:s955;to:s956;distance:1910
from:s956;to:s957;distance:1912
from:s957;to:s958;distance:1914
from:s958;to:s959;distance:1916
from:s959;to:s960;distance:1918
from:s960;to:s961;distance:1920
from:s961;to:s962;distance:1922
from:s962;to:s963;distance:1924
from:s963;to:s964;distance:1926
from:s964;to:s965;distance:1928
from:s965;to:s966;distance:1930
from:s966;to:s967;distance:1932
from:s967;to:s968;distance:1934
from:s968;to:s969;distance:1936
from:s969;to:s970;distance:1938
from:s970;to:s971;distance:1940
from:s971;to:s972;distance:1942
from:s972;to:s973;distance:1944
from:s973;to:s974;distance:1946
from:s974;to:s975;distance:1948
from:s975;to:s976;distance:1950
from:s976;to:s977;distance:1952
from:s977;to:s978;distance:1954
from:s978;to:s979;distance:1956
from:s979;to:s980;distance:1958
from:s980;to:s981;distance:1960
from:s981;to:s982;distance:1962
from:s982;to:s983;distance:1964
from:s983;to:s984;distance:1966
from:s984;to:s985;distance:1968
from:s985;to:s986;distance:1970
from:s986;to:s987;distance:1972
from:s987;to:s988;distance:1974
from:s988;to:s989;distance:1976
from:s989;to:s990;distance:1978
from:s990;to:s991;distance:1980
from:s991;to:s992;distance:1982
from:s992;to:s993;distance:1984
from:s993;to:s994;distance:1986
from:s994;to:s995;distance:1988
from:s995;to:s996;distance:1990
from:s996;to:s997;distance:1992
from:s997;to:s998;distance:1994
from:s998;to:s999;distance:1996
from:s999;to:s1000;distance:1998
from:s1000;to:s1001;distance:2000
from:s1001;to:s1002;distance:2002
from:s1002;to:s1003;distance:2004
from:s1003;to:s1004;distance:2006
from:s1004;to:s1005;distance:2008
from:s1005;to:s1006;distance:2010
from:s1006;to:s1007;distance:2012
from:s1007;to:s1008;distance:2014
from:s1008;to:s1009;distance:2016
from:s1009;to:s1010;distance:2018
from:s1010;to:s1011;distance:2020
from:s1011;to:s1012;distance:2022
from:s1012;to:s1013;distance:2024
from:s1013;to:s1014;distance:2026
from:s1014;to:s1015;distance:2028
from:s1015;to:s1016;distance:2030
from:s1016;to:s1017;distance:2032
from:s1017;to:s1018;distance:2034
from:s1018;to:s1019;distance:2036
from:s1019;to:s1020;distance:2038
from:s1020;to:s1021;distance:2040
from:s1021;to:s1022;distance:2042
from:s1022;to:s1023;distance:2044
from:s1023;to:s1024;distance:2046
from:s1024;to:s1025;distance:2048
from:s1025;to:s1026;distance:2050
from:s1026;to:s1027;distance:2052
from:s1027;to:s1028;distance:2054
from:s1028;to:s1029;distance:2056
from:s1029;to:s1030;distance:2058
from:s1030;to:s1031;distance:2060
from:s1031;to:s1032;distance:2062
from:s1032;to:s1033;distance:2064
from:s1033;to:s1034;distance:2066
from:s1034;to:s1035;distance:2068
from:s1035;to:s1036;distance:2070
from:s1036;to:s1037;distance:2072
from:s1037;to:s1038;distance:2074
from:s1038;to:s1039;distance:2076
from:s1039;to:s1040;distance:2078
from:s1040;to:s1041;distance:2080
from:s1041;to:s1042;distance:2082
from:s1042;to:s1043;distance:2084
from:s1043;to:s1044;distance:2086
from:s1044;to:s1045;distance:2088
from:s1045;to:s1046;distance:2090
from:s1046;to:s1047;distance:2092
from:s1047;to:s1048;distance:2094
from:s1048;to:s1049;distance:2096
from:s1049;to:s1050;distance:2098
from:s1050;to:s1051;distance:2100
from:s1051;to:s1052;distance:2102
from:s1052;to:s1053;distance:2104
from:s1053;to:s1054;distance:2106
from:s1054;to:s1055;distance:2108
from:s1055;to:s1056;distance:2110
from:s1056;to:s1057;distance:2112
from:s1057;to:s1058;distance:2114
from:s1058;to:s1059;distance:2116
from:s1059;to:s1060;distance:2118
from:s1060;to:s1061;distance:2120
from:s1061;to:s1062;distance:2122
from:s1062;to:s1063;distance:2124
from:s1063;to:s1064;distance:2126
from:s1064;to:s1065;distance:2128
from:s1065;to:s1066;distance:2130
from:s1066;to:s1067;distance:2132
from:s1067;to:s1068;distance:2134
from:s1068;to:s1069;distance:2136
from:s1069;to:s1070;distance:2138
from:s1070;to:s1071;distance:2140
from:s1071;to:s1072;distance:2142
from:s1072;to:s1073;distance:2144
from:s1073;to:s1074;distance:2146
from:s1074;to:s1075;distance:2148
from:s1075;to:s1076;distance:2150
from:s1076;to:s1077;distance:2152
from:s1077;to:s1078;distance:2154
from:s1078;to:s1079;distance:2156
from:s1079;to:s1080;distance:2158
from:s1080;to:s1081;distance:2160
from:s1081;to:s1082;distance:2162
from:s1082;to:s1083;distance:2164
from:s1083;to:s1084;distance:2166
from:s1084;to:s1085;distance:2168
from:s1085;to:s1086;distance:2170
from:s1086;to:s1087;distance:2172
from:s1087;to:s1088;distance:2174
from:s1088;to:s1089;distance:2176
from:s1089;to:s1090;distance:2178
from:s1090;to:s1091;distance:2180
from:s1091;to:s1092;distance:2182
from:s1092;to:s1093;distance:2184
from:s1093;to:s1094;distance:2186
from:s1094;to:s1095;distance:2188
from:s1095;to:s1096;distance:2190
from:s1096;to:s1097;distance:2192
from:s1097;to:s1098;distance:2194
from:s1098;to:s1099;distance:2196
from:s1099;to:s1100;distance:2198
from:s1100;to:s1101;distance:2200
from:s1101;to:s1102;distance:2202
from:s1102;to:s1103;distance:2204
from:s1103;to:s1104;distance:2206
from:s1104;to:s1105;distance:2208
from:s1105;to:s1106;distance:2210
from:s1106;to:s1107;distance:2212
from:s1107;to:s1108;distance:2214
from:s1108;to:s1109;distance:2216
from:s1109;to:s1110;distance:2218
from:s1110;to:s1111;distance:2220
from:s1111;to:s1112;distance:2222
from:s1112;to:s1113;distance:2224
from:s1113;to:s1114;distance:2226
from:s1114;to:s1115;distance:2228
from:s1115;to:s1116;distance:2230
from:s1116;to:s1117;distance:2232
from:s1117;to:s1118;distance:2234
from:s1118;to:s1119;distance:2236
from:s1119;to:s1120;distance:2238
from:s1120;to:s1121;distance:2240
from:s1121;to:s1122;distance:2242
from:s1122;to:s1123;distance:2244
from:s1123;to:s1124;distance:2246
from:s1124;to:s1125;distance:2248
from:s1125;to:s1126;distance:2250
from:s1126;to:s1127;distance:2252
from:s1127;to:s1128;distance:2254
from:s1128;to:s1129;distance:2256
from:s1129;to:s1130;distance:2258
from:s1130;to:s1131;distance:2260
from:s1131;to:s1132;distance:2262
from:s1132;to:s1133;distance:2264
from:s1133;to:s1134;distance:2266
from:s1134;to:s1135;distance:2268
from:s1135;to:s1136;distance:2270
from:s1136;to:s1137;distance:2272
from:s1137;to:s1138;distance:2274
from:s1138;to:s1139;distance:2276
from:s1139;to:s1140;distance:2278
from:s1140;to:s1141;distance:2280
from:s1141;to:s1142;distance:2282
from:s1142;to:s1143;distance:2284
from:s1143;to:s1144;distance:2286
from:s1144;to:s1145;distance:2288
from:s1145;to:s1146;distance:2290
from:s1146;to:s1147;distance:2292
from:s1147;to:s1148;distance:2294
from:s1148;to:s1149;distance:2296
from:s1149;to:s1150;distance:2298
from:s1150;to:s1151;distance:2300
from:s1151;to:s1152;distance:2302
from:s1152;to:s1153;distance:2304
from:s1153;to:s1154;distance:2306
from:s1154;to:s1155;distance:2308
from:s1155;to:s1156;distance:2310
from:s1156;to:s1157;distance:2312
from:s1157;to:s1158;distance:2314
from:s1158;to:s1159;distance:2316
from:s1159;to:s1160;distance:2318
from:s1160;to:s1161;distance:2320
from:s1161;to:s1162;distance:2322
from:s1162;to:s1163;distance:2324
from:s1163;to:s1164;distance:2326
from:s1164;to:s1165;distance:2328
from:s1165;to:s1166;distance:2330
from:s1166;to:s1167;distance:2332
from:s1167;to:s1168;distance:2334
from:s1168;to:s1169;distance:2336
from:s1169;to:s1170;distance:2338
from:s1170;to:s1171;distance:2340
from:s1171;to:s1172;distance:2342
from:s1172;to:s1173;distance:2344
from:s1173;to:s1174;distance:2346
from:s1174;to:s1175;distance:2348
from:s1175;to:s1176;distance:2350
from:s1176;to:s1177;distance:2352
from:s1177;to:s1178;distance:2354
from:s1178;to:s1179;distance:2356
from:s1179;to:s1180;distance:2358
from:s1180;to:s1181;distance:2360
from:s1181;to:s1182;distance:2362
from:s1182;to:s1183;distance:2364
from:s1183;to:s1184;distance:2366
from:s1184;to:s1185;distance:2368
from:s1185;to:s1186;distance:2370
from:s1186;to:s1187;distance:2372
from:s1187;to:s1188;distance:2374
from:s1188;to:s1189;distance:2376
from:s1189;to:s1190;distance:2378
from:s1190;to:s1191;distance:2380
from:s1191;to:s1192;distance:2382
from:s1192;to:s1193;distance:2384
from:s1193;to:s1194;distance:2386
from:s1194;to:s1195;distance:2388
from:s1195;to:s1196;distance:2390
from:s1196;to:s1197;distance:2392
from:s1197;to:s1198;distance:2394
from:s1198;to:s1199;distance:2396
from:s1199;to:s1200;distance:2398
from:s1200;to:s1201;distance:2400
from:s1201;to:s1202;distance:2402
from:s1202;to:s1203;distance:2404
from:s1203;to:s1204;distance:2406
from:s1204;to:s1205;distance:2408
from:s1205;to:s1206;distance:2410
from:s1206;to:s1207;distance:2412
from:s1207;to:s1208;distance:2414
from:s1208;to:s1209;distance:2416
from:s1209;to:s1210;distance:2418
from:s1210;to:s1211;distance:2420
from:s1211;to:s1212;distance:2422
from:s1212;to:s1213;distance:2424
from:s1213;to:s1214;distance:2426
from:s1214;to:s1215;distance:2428
from:s1215;to:s1216;distance:2430
from:s1216;to:s1217;distance:2432
from:s1217;to:s1218;distance:2434
from:s1218;to:s1219;distance:2436
from:s1219;to:s1220;distance:2438
from:s1220;to:s1221;distance:2440
from:s1221;to:s1222;distance:2442
from:s1222;to:s1223;distance:2444
from:s1223;to:s1224;distance:2446
from:s1224;to:s1225;distance:2448
from:s1225;to:s1226;distance:2450
from:s1226;to:s1227;distance:2452
from:s1227;to:s1228;distance:2454
from:s1228;to:s1229;distance:2456
from:s1229;to:s1230;distance:2458
from:s1230;to:s1231;distance:2460
from:s1231;to:s1232;distance:2462
from:s1232;to:s1233;distance:2464
from:s1233;to:s1234;distance:2466
from:s1234;to:s1235;distance:2468
from:s1235;to:s1236;distance:2470
from:s1236;to:s1237;distance:2472
from:s1237;to:s1238;distance:2474
from:s1238;to:s1239;distance:2476
from:s1239;to:s1240;distance:2478
from:s1240;to:s1241;distance:2480
from:s1241;to:s1242;distance:2482
from:s1242;to:s1243;distance:2484
from:s1243;to:s1244;distance:2486
from:s1244;to:s1245;distance:2488
from:s1245;to:s1246;distance:2490
from:s1246;to:s1247;distance:2492
from:s1247;to:s1248;distance:2494
from:s1248;to:s1249;distance:2496
from:s1249;to:s1250;distance:2498
from:s1250;to:s1251;distance:2500
from:s1251;to:s1252;distance:2502
from:s1252;to:s1253;distance:2504
from:s1253;to:s1254;distance:2506
from:s1254;to:s1255;distance:2508
from:s1255;to:s1256;distance:2510
from:s1256;to:s1257;distance:2512
from:s1257;to:s1258;distance:2514
from:s1258;to:s1259;distance:2516
from:s1259;to:s1260;distance:2518
from:s1260;to:s1261;distance:2520
from:s1261;to:s1262;distance:2522
from:s1262;to:s1263;distance:2524
from:s1263;to:s1264;distance:2526
from:s1264;to:s1265;distance:2528
from:s1265;to:s1266;distance:2530
from:s1266;to:s1267;distance:2532
from:s1267;to:s1268;distance:2534
from:s1268;to:s1269;distance:2536
from:s1269;to:s1270;distance:2538
from:s1270;to:s1271;distance:2540
from:s1271;to:s1272;distance:2542
from:s1272;to:s1273;distance:2544
from:s1273;to:s1274;distance:2546
from:s1274;to:s1275;distance:2548
from:s1275;to:s1276;distance:2550
from:s1276;to:s1277;distance:2552
from:s1277;to:s1278;distance:2554
from:s1278;to:s1279;distance:2556
from:s1279;to:s1280;distance:2558
from:s1280;to:s1281;distance:2560
from:s1281;to:s1282;distance:2562
from:s1282;to:s1283;distance:2564
from:s1283;to:s1284;distance:2566
from:s1284;to:s1285;distance:2568
from:s1285;to:s1286;distance:2570
from:s1286;to:s1287;distance:2572
from:s1287;to:s1288;distance:2574
from:s1288;to:s1289;distance:2576
from:s1289;to:s1290;distance:2578
from:s1290;to:s1291;distance:2580
from:s1291;to:s1292;distance:2582
from:s1292;to:s1293;distance:2584
from:s1293;to:s1294;distance:2586
from:s1294;to:s1295;distance:2588
from:s1295;to:s1296;distance:2590
from:s1296;to:s1297;distance:2592
from:s1297;to:s1298;distance:2594
from:s1298;to:s1299;distance:2596
from:s1299;to:s1300;distance:2598
from:s1300;to:s1301;distance:2600
from:s1301;to:s1302;distance:2602
from:s1302;to:s1303;distance:2604
from:s1303;to:s1304;distance:2606
from:s1304;to:s1305;distance:2608
from:s1305;to:s1306;distance:2610
from:s1306;to:s1307;distance:2612
from:s1307;to:s1308;distance:2614
from:s1308;to:s1309;distance:2616
from:s1309;to:s1310;distance:2618
from:s1310;to:s1311;distance:2620
from:s1311;to:s1312;distance:2622
from:s1312;to:s1313;distance:2624
from:s1313;to:s1314;distance:2626
from:s1314;to:s1315;distance:2628
from:s1315;to:s1316;distance:2630
from:s1316;to:s1317;distance:2632
from:s1317;to:s1318;distance:2634
from:s1318;to:s1319;distance:2636
from:s1319;to:s1320;distance:2638
from:s1320;to:s1321;distance:2640
from:s1321;to:s1322;distance:2642
from:s1322;to:s1323;distance:2644
from:s1323;to:s1324;distance:2646
from:s1324;to:s1325;distance:2648
from:s1325;to:s1326;distance:2650
from:s1326;to:s1327;distance:2652
from:s1327;to:s1328;distance:2654
from:s1328;to:s1329;distance:2656
from:s1329;to:s1330;distance:2658
from:s1330;to:s1331;distance:2660
from:s1331;to:s1332;distance:2662
from:s1332;to:s1333;distance:2664
from:s1333;to:s1334;distance:2666
from:s1334;to:s1335;distance:2668
from:s1335;to:s1336;distance:2670
from:s1336;to:s1337;distance:2672
from:s1337;to:s1338;distance:2674
from:s1338;to:s1339;distance:2676
from:s1339;to:s1340;distance:2678
from:s1340;to:s1341;distance:2680
from:s1341;to:s1342;distance:2682
from:s1342;to:s1343;distance:2684
from:s1343;to:s1344;distance:2686
from:s1344;to:s1345;distance:2688
from:s1345;to:s1346;distance:2690
from:s1346;to:s1347;distance:2692
from:s1347;to:s1348;distance:2694
from:s1348;to:s1349;distance:2696
from:s1349;to:s1350;distance:2698
from:s1350;to:s1351;distance:2700
from:s1351;to:s1352;distance:2702
from:s1352;to:s1353;distance:2704
from:s1353;to:s1354;distance:2706
from:s1354;to:s1355;distance:2708
from:s1355;to:s1356;distance:2710
from:s1356;to:s1357;distance:2712
from:s1357;to:s1358;distance:2714
from:s1358;to:s1359;distance:2716
from:s1359;to:s1360;distance:2718
from:s1360;to:s1361;distance:2720
from:s1361;to:s1362;distance:2722
from:s1362;to:s1363;distance:2724
from:s1363;to:s1364;distance:2726
from:s1364;to:s1365;distance:2728
from:s1365;to:s1366;distance:2730
from:s1366;to:s1367;distance:2732
from:s1367;to:s1368;distance:2734
from:s1368;to:s1369;distance:2736
from:s1369;to:s1370;distance:2738
from:s1370;to:s1371;distance:2740
from:s1371;to:s1372;distance:2742
from:s1372;to:s1373;distance:2744
from:s1373;to:s1374;distance:2746
from:s1374;to:s1375;distance:2748
from:s1375;to:s1376;distance:2750
from:s1376;to:s1377;distance:2752
from:s1377;to:s1378;distance:2754
from:s1378;to:s1379;distance:2756
from:s1379;to:s1380;distance:2758
from:s1380;to:s1381;distance:2760
from:s1381;to:s1382;distance:2762
from:s1382;to:s1383;distance:2764
from:s1383;to:s1384;distance:2766
from:s1384;to:s1385;distance:2768
from:s1385;to:s1386;distance:2770
from:s1386;to:s1387;distance:2772
from:s1387;to:s1388;distance:2774
from:s1388;to:s1389;distance:2776
from:s1389;to:s1390;distance:2778
from:s1390;to:s1391;distance:2780
from:s1391;to:s1392;distance:2782
from:s1392;to:s1393;distance:2784
from:s1393;to:s1394;distance:2786
from:s1394;to:s1395;distance:2788
from:s1395;to:s1396;distance:2790
from:s1396;to:s1397;distance:2792
from:s1397;to:s1398;distance:2794
from:s1398;to:s1399;distance:2796
from:s1399;to:s1400;distance:2798
from:s1400;to:s1401;distance:2800
from:s1401;to:s1402;distance:2802
from:s1402;to:s1403;distance:2804
from:s1403;to:s1404;distance:2806
from:s1404;to:s1405;distance:2808
from:s1405;to:s1406;distance:2810
